unit_id:ID(LegalUnit),document_id,parent_unit_id,unit_type,unit_no,title,text,effective_date,raw_key,:LABEL
law:spec_financial_transaction_act_enforcement_decree:item:10_5,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:10,item,5.,,5. 「자본시장과 금융투자업에 관한 법률」,20260102,0010121,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_6,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:10,item,6.,,6. 「금융회사의 지배구조에 관한 법률 시행령」 제5조 각 호(제32호ㆍ제35호 및 제43호는 제외한다)에 따른 법률,20260102,0010121,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_7,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:10,item,7.,,7. 「가상자산 이용자 보호 등에 관한 법률」,20260102,0010121,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_8,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:10,item,8.,,8. 제1호부터 제7호까지의 규정에 따른 법률에 상당하는 외국의 금융관련 법률,20260102,0010121,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:article:10,law:spec_financial_transaction_act_enforcement_decree,,article,10,신고 등의 직권말소,제10조의13(신고 등의 직권말소),20260102,0010131,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:paragraph:10,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:10,paragraph,①,,① 금융정보분석원장은 법 제7조제4항에 따라 신고 또는 변경신고를 직권으로 말소하는 경우 서면(전자문서를 포함한다)으로 그 사실 및 사유를 신고인에게 알려야 한다.,20260102,0010131,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:paragraph:10,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:10,paragraph,②,,"② 법 제7조제4항제1호 단서에서 ""대통령령으로 정하는 경우""란 가상자산사업자의 정보보호관리체계인증 갱신 신청에 대해 가상자산사업자의 책임 없는 사유로 그 갱신 여부가 결정되지 않은 경우를 말한다.",20260102,0010131,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:paragraph:10,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:10,paragraph,③,,"③ 법 제7조제4항제4호에서 ""거짓이나 그 밖의 부정한 방법으로 신고 또는 변경신고를 하는 등 대통령령으로 정하는 경우""란 다음 각 호의 어느 하나에 해당하는 경우를 말한다. <개정 2024.3.26>",20260102,0010131,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_1,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:10,item,1.,,1. 거짓이나 그 밖의 부정한 방법으로 법 제7조제1항에 따른 신고 또는 같은 조 제2항에 따른 변경신고를 한 경우,20260102,0010131,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_2,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:10,item,2.,,2. 「가상자산 이용자 보호 등에 관한 법률」 제15조제1항제4호에 따른 영업정지 기간 중에 영업을 한 경우,20260102,0010131,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_3,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:10,item,3.,,"3. 영업과 관련하여 부정한 방법으로 타인으로부터 금전이나 그 밖의 재산적 가치가 있는 것(이하 이 호에서 ""금전등""이라 한다)을 받거나 타인에게 줄 금전등을 취득한 경우",20260102,0010131,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:article:10,law:spec_financial_transaction_act_enforcement_decree,,article,10,영업의 정지,제10조의14(영업의 정지),20260102,0010141,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:paragraph:10,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:10,paragraph,①,,① 금융정보분석원장은 법 제7조제5항에 따라 영업의 정지를 명하는 경우에는 다음 각 호의 사항을 종합적으로 고려해야 한다.,20260102,0010141,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_1,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:10,item,1.,,1. 위반행위의 동기 및 배경,20260102,0010141,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_2,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:10,item,2.,,2. 위반행위의 유형 및 성격,20260102,0010141,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_3,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:10,item,3.,,3. 위반행위의 효과 및 영향력,20260102,0010141,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_4,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:10,item,4.,,4. 법 위반상태의 시정 노력,20260102,0010141,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:paragraph:10,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:10,paragraph,②,,"② 법 제7조제5항제3호에서 ""대통령령으로 정하는 경우""란 다음 각 호의 경우를 말한다.",20260102,0010141,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_1,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:10,item,1.,,1. 법 제8조에 따른 조치를 이행하지 않은 경우,20260102,0010141,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_2,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:10,item,2.,,2. 법 제15조제1항 및 제6항에 따른 감독ㆍ명령ㆍ지시ㆍ검사ㆍ조치에 따르지 않거나 이를 거부ㆍ방해 또는 기피한 경우,20260102,0010141,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:article:10,law:spec_financial_transaction_act_enforcement_decree,,article,10,신고의 유효기간,제10조의15(신고의 유효기간),20260102,0010151,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:paragraph:10,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:10,paragraph,①,,"① 법 제7조제6항에 따라 가상자산사업자 신고의 유효기간은 신고를 수리한 날부터 3년으로 한다. 다만, 제2항에 따라 갱신신고서가 제출된 경우로서 법 제7조제3항에 따른 불수리 사유에 대한 심사에 상당한 기간이 걸리는 등 불가피한 사유로 유효기간이 만료된 후에 갱신 신고의 수리 여부가 통보된 경우에는 그 수리 여부가 통보된 날에 유효기간이 만료하는 것으로 본다. <개정 2024.3.26>",20260102,0010151,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:paragraph:10,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:10,paragraph,②,,② 법 제7조제6항 후단에 따라 신고를 갱신하려는 자는 금융정보분석원장이 정하여 고시하는 갱신신고서에 다음 각 호의 서류를 첨부하여 유효기간이 만료되기 45일 전까지 금융정보분석원장에게 제출해야 한다.,20260102,0010151,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_1,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:10,item,1.,,1. 정보보호관리체계인증에 관한 자료,20260102,0010151,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_2,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:10,item,2.,,2. 실명확인입출금계정에 관한 자료,20260102,0010151,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:paragraph:10,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:10,paragraph,③,,③ 금융정보분석원장은 법 제7조제6항 후단에 따른 신고의 갱신에 필요하다고 인정하는 경우 가상자산사업자에게 그 유효기간 만료시까지 신고를 갱신하지 않으면 갱신을 받을 수 없다는 사실과 그 절차에 관한 사항을 미리 알릴 수 있다.,20260102,0010151,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:article:10,law:spec_financial_transaction_act_enforcement_decree,,article,10,신고에 관한 정보 등의 공개,제10조의16(신고에 관한 정보 등의 공개) 금융정보분석원장은 법 제7조제7항에 따라 신고에 관한 정보 및 금융정보분석원장의 조치를 공개하는 때에는 금융정보분석원의 인터넷 홈페이지에 게시하는 방법으로 한다.,20260102,0010161,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:article:10,law:spec_financial_transaction_act_enforcement_decree,,article,10,신고 관련 업무의 위탁,제10조의17(신고 관련 업무의 위탁),20260102,0010171,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:paragraph:10,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:10,paragraph,①,,"① 금융정보분석원장은 법 제7조제8항에 따라 「금융위원회의 설치 등에 관한 법률」에 따른 금융감독원의 원장(이하 ""금융감독원장""이라 한다)에게 다음 각 호의 업무를 위탁한다.",20260102,0010171,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_1,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:10,item,1.,,1. 법 제7조제1항 및 제2항에 따른 신고 또는 변경신고에 대한 심사,20260102,0010171,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_2,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:10,item,2.,,2. 법 제7조제3항에 따른 불수리 사유에 대한 심사,20260102,0010171,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_3,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:10,item,3.,,3. 법 제7조제4항에 따른 직권말소 사유에 대한 심사,20260102,0010171,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_4,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:10,item,4.,,4. 법 제7조제6항 후단에 따른 신고 갱신에 대한 심사,20260102,0010171,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:paragraph:10,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:10,paragraph,②,,② 금융감독원장은 제1항에 따라 위탁받은 업무의 처리결과를 금융정보분석원장이 정하는 바에 따라 금융정보분석원장에게 보고해야 한다.,20260102,0010171,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:article:10,law:spec_financial_transaction_act_enforcement_decree,,article,10,실명확인입출금계정의 개시,제10조의18(실명확인입출금계정의 개시),20260102,0010181,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:paragraph:10,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:10,paragraph,①,,① 법 제7조제9항에 따른 실명확인입출금계정의 개시 기준은 다음 각 호와 같다.,20260102,0010181,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_1,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:10,item,1.,,1. 법 제5조의2제1항제3호마목1)에 따라 예치금을 고유재산과 구분하여 관리하고 있을 것,20260102,0010181,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_2,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:10,item,2.,,2. 정보보호관리체계인증을 획득하였을 것,20260102,0010181,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_3,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:10,item,3.,,3. 가상자산사업자의 고객별로 거래내역을 분리하여 관리하고 있을 것,20260102,0010181,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:paragraph:10,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:10,paragraph,②,,② 금융회사등은 실명확인입출금계정을 개시하려는 경우 법 제5조제1항제2호에 따른 가상자산사업자의 절차 및 업무지침을 확인하여 가상자산사업자와의 금융거래등에 내재된 자금세탁행위와 공중협박자금조달행위의 위험을 식별ㆍ분석ㆍ평가해야 한다.,20260102,0010181,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:paragraph:10,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:10,paragraph,③,,③ 금융회사등은 자금세탁행위와 공중협박자금조달행위의 방지를 위해 필요하다고 인정하는 경우 법 제7조제1항 또는 제2항에 따른 신고 또는 변경신고가 수리된 이후에 금융거래등이 이루어질 것을 조건으로 하여 실명확인입출금계정을 개시할 수 있다.,20260102,0010181,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:paragraph:10,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:10,paragraph,④,,④ 실명확인입출금계정은 법 제7조제6항에 따른 신고 또는 갱신신고 유효기간의 만료일까지 사용할 수 있다.,20260102,0010181,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:article:10,law:spec_financial_transaction_act_enforcement_decree,,article,10,신고 등의 업무를 위한 세부 사항,"제10조의19(신고 등의 업무를 위한 세부 사항) 제10조의11부터 제10조의18까지의 규정에 따른 신고ㆍ변경신고의 수리, 직권말소, 영업정지, 갱신, 정보공개, 업무위탁 및 실명확인입출금계정의 개시 등에 필요한 세부 사항은 금융정보분석원장이 정하여 고시한다.",20260102,0010191,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:article:10,law:spec_financial_transaction_act_enforcement_decree,,article,10,가상자산사업자의 조치,"제10조의20(가상자산사업자의 조치) 법 제8조에서 ""고객별 거래내역을 분리하여 관리하는 등 대통령령으로 정하는 조치""란 다음 각 호의 조치를 말한다. <개정 2021.10.5>",20260102,0010201,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_1,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:10,item,1.,,1. 고객별로 거래내역을 분리하여 관리할 것,20260102,0010201,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_2,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:10,item,2.,,2. 법 제5조의2제1항제3호마목1)에 따라 예치금을 고유재산과 구분하여 관리할 것,20260102,0010201,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_3,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:10,item,3.,,3. 법 제5조의2제1항 각 호에 따른 확인 조치가 모두 끝나지 않은 고객에 대해서는 거래를 제한할 것,20260102,0010201,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_4,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:10,item,4.,,4. 법 제7조제1항 및 제2항에 따른 신고ㆍ변경신고 의무를 이행하지 않은 가상자산사업자와는 영업을 목적으로 거래하지 않을 것,20260102,0010201,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_5,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:10,item,5.,,5. 자금세탁행위와 공중협박자금조달행위를 효율적으로 방지하기 위해 다음 각 목의 행위에 대한 거래를 제한하는 기준을 마련하여 시행할 것,20260102,0010201,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:subitem:10_5_가,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:item:10_5,subitem,가.,,가. 가상자산사업자나 가상자산사업자 본인의 특수관계인(「상법 시행령」 제34조제4항 각 호에 따른 특수관계인을 말한다)이 발행한 가상자산의 매매ㆍ교환을 중개ㆍ알선하거나 대행하는 행위,20260102,0010201,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:subitem:10_5_나,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:item:10_5,subitem,나.,,나. 가상자산사업자의 임직원이 해당 가상자산사업자를 통해 가상자산을 매매하거나 교환하는 행위,20260102,0010201,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:subitem:10_5_다,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:item:10_5,subitem,다.,,다. 가상자산사업자가 가상자산의 매매ㆍ교환을 중개ㆍ알선하거나 대행하면서 실질적으로 그 중개ㆍ알선이나 대행의 상대방으로 거래하는 행위,20260102,0010201,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:10_6,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:10,item,6.,,6. 그 밖에 제1호부터 제5호까지에 준하는 조치로서 투명한 가상자산거래를 위해 금융정보분석원장이 정하여 고시하는 조치,20260102,0010201,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:article:11,law:spec_financial_transaction_act_enforcement_decree,,article,11,외국환거래자료 등의 통보,제11조(외국환거래자료 등의 통보),20260102,0011001,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:paragraph:11,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:11,paragraph,①,,"①법 제9조제1항에서 ""대통령령으로 정하는 자""란 「외국환거래법 시행령」 제13조제2항제1호나목에 따른 외환정보집중기관(이하 ""외환정보집중기관""이라 한다)의 장을 말한다. <개정 2005.9.27, 2013.8.6, 2021.3.23, 2023.10.4>",20260102,0011001,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:paragraph:11,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:11,paragraph,②,,"②법 제9조제2항에 따른 통보대상 자료의 범위는 다음 각호와 같다. <개정 2005.9.27, 2008.2.29, 2021.3.23, 2025.12.30>",20260102,0011001,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:11_1,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:11,item,1.,,1. 「외국환거래법」 제17조의 규정에 의하여 지급수단등의 수출입에 대하여 한국은행총재가 허가를 하거나 세관의 장이 신고를 받은 자료,20260102,0011001,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:11_2,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:11,item,2.,,2. 「외국환거래법」 제21조의 규정에 의하여 외환정보집중기관의 장에게 집중된 자료중 금융정보분석원의 업무수행에 필요한 자료로서 외환정보집중기관의 장이 재정경제부장관과 협의하여 정하는 자료,20260102,0011001,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:paragraph:11,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:11,paragraph,③,,"③한국은행총재, 세관의 장 및 외환정보집중기관의 장은 제2항의 규정에 의한 자료를 매월별로 다음달 10일까지 전자문서에 의하여 금융정보분석원장에게 통보하여야 한다. 다만, 금융정보분석원장이 한국은행총재, 세관의 장 및 외환정보집중기관의 장과 각각 협의하여 통보시기ㆍ방법 등을 따로 정하는 경우에는 그 정하는 바에 의한다.",20260102,0011001,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:article:11,law:spec_financial_transaction_act_enforcement_decree,,article,11,수사기관 등에 대한 정보 제공,"제11조의2(수사기관 등에 대한 정보 제공) 법 제10조제1항제1호 및 제2호에서 ""대통령령으로 정하는 정보""란 불법재산ㆍ자금세탁행위 또는 공중협박자금조달행위와 관련된 정보로서 다음 각 호의 구분에 따른 정보를 말한다. <개정 2016.4.5, 2021.3.23>",20260102,0011021,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:11_1,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:11,item,1.,,1. 검찰총장 및 고위공직자범죄수사처장에게 제공하는 정보: 형사사건의 수사에 필요하다고 인정되는 정보,20260102,0011021,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:11_2,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:11,item,2.,,2. 행정안전부장관 및 국세청장에게 제공하는 정보,20260102,0011021,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:subitem:11_2_가,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:item:11_2,subitem,가.,,가. 조세탈루혐의 확인을 위한 조사업무에 필요하다고 인정되는 정보로서 다음의 어느 하나에 해당하는 정보 1) 법 제4조제1항에 따라 보고된 정보(조세탈루혐의와 관련된 정보로 한정한다)의 내용과 법 제4조의2에 따라 보고된 정보의 내용이 중복되거나 밀접하게 관련되는 경우의 해당 정보 2) 매출액이나 재산ㆍ소득 규모에 비추어 현금거래의 빈도가 높거나 액수가 과다하여 조세탈루의 의심이 있는 경우의 해당 정보 3) 역외탈세(域外脫稅)의 우려가 있는 경우의 해당 정보 4) 그 밖에 조세탈루의 우려가 있는 경우로서 행정안전부장관 및 국세청장이 혐의를 제시하는 경우의 해당 정보,20260102,0011021,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:subitem:11_2_나,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:item:11_2,subitem,나.,,나. 조세체납자에 대한 징수업무에 필요하다고 인정되는 정보,20260102,0011021,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:11_3,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:11,item,3.,,3. 관세청장에게 제공하는 정보,20260102,0011021,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:subitem:11_3_가,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:item:11_3,subitem,가.,,가. 관세 범칙사건 조사 또는 관세탈루혐의 확인을 위한 조사업무에 필요하다고 인정되는 정보로서 다음의 어느 하나에 해당하는 정보 1) 법 제4조제1항에 따라 보고된 정보(관세탈루혐의와 관련된 정보로 한정한다)의 내용과 법 제4조의2에 따라 보고된 정보의 내용이 중복되거나 밀접하게 관련되는 경우의 해당 정보 2) 수출입 규모에 비추어 현금거래의 빈도가 높거나 액수가 과다하여 관세탈루의 의심이 있는 경우의 해당 정보 3) 「외국환거래법」 위반 등 불법적인 외국환거래가 의심되는 경우의 해당 정보 4) 그 밖에 관세탈루의 우려가 있는 경우로서 관세청장이 혐의를 제시하는 경우의 해당 정보,20260102,0011021,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:subitem:11_3_나,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:item:11_3,subitem,나.,,나. 관세체납자에 대한 징수업무에 필요하다고 인정되는 정보,20260102,0011021,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:11_4,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:11,item,4.,,4. 중앙선거관리위원회에 제공하는 정보: 「정치자금법」 위반사건의 조사에 필요하다고 인정되는 정보,20260102,0011021,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:11_5,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:11,item,5.,,5. 금융위원회에 제공하는 정보: 금융감독 업무에 필요하다고 인정되는 정보,20260102,0011021,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:11_6,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:11,item,6.,,6. 국가정보원장에게 제공하는 정보: 테러위험인물에 대한 조사업무에 필요하다고 인정되는 정보,20260102,0011021,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:article:12,law:spec_financial_transaction_act_enforcement_decree,,article,12,경찰청장 등에 대한 특정금융거래정보의 제공,"제12조(경찰청장 등에 대한 특정금융거래정보의 제공) 법 제10조제2항에서 ""대통령령으로 정하는 특정금융거래정보""란 범죄수익의 금액, 범죄의 종류 및 죄질, 관련자의 신분, 수사의 효율성 등을 고려하여 금융정보분석원장이 검찰총장, 경찰청장 및 해양경찰청장과 협의하여 정한 기준에 따른 특정금융거래정보를 말한다. <개정 2013.8.6, 2014.11.19, 2017.7.26, 2021.3.23>",20260102,0012001,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:article:13,law:spec_financial_transaction_act_enforcement_decree,,article,13,검찰총장 등의 정보제공 요구,"제13조(검찰총장 등의 정보제공 요구) 법 제10조제4항에 따라 검찰총장ㆍ고위공직자범죄수사처장ㆍ경찰청장ㆍ해양경찰청장ㆍ행정안전부장관ㆍ국세청장ㆍ관세청장ㆍ중앙선거관리위원회ㆍ금융위원회 또는 국가정보원장이 특정금융거래정보의 제공을 요구하는 때에는 같은 조 제5항 각 호의 사항을 적은 문서를 직접 금융정보분석원장에게 제출해야 한다. 다만, 긴급을 요하는 경우에는 우편ㆍ팩스 또는 전자문서의 방법으로 제출할 수 있다.",20260102,0013001,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:article:13,law:spec_financial_transaction_act_enforcement_decree,,article,13,정보분석심의회의 구성 및 운영,제13조의2(정보분석심의회의 구성 및 운영),20260102,0013021,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:paragraph:13,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:13,paragraph,①,,"① 법 제10조제8항에 따른 정보분석심의회(이하 ""심의회""라 한다)의 위원장(이하 ""위원장""이라 한다)은 금융정보분석원장이 되고, 위원은 다음 각 호의 사람이 된다. <개정 2021.3.23>",20260102,0013021,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:13_1,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:13,item,1.,,1. 법 제10조제9항에 따른 심사분석 총괄책임자,20260102,0013021,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:13_2,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:13,item,2.,,2. 10년 이상의 판사 경력을 가진 사람 중에서 대법원장이 추천하는 사람으로서 금융정보분석원장이 채용한 사람,20260102,0013021,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:paragraph:13,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:13,paragraph,②,,"② 위원장은 심의회의 회의를 소집하며, 그 의장이 된다.",20260102,0013021,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:paragraph:13,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:article:13,paragraph,③,,③ 위원장이 다음 각 호의 어느 하나에 해당하는 사유로 직무를 수행할 수 없을 때에는 위원 중에서 위원장이 미리 지명한 위원이 그 직무를 대리한다. <개정 2018.2.27>,20260102,0013021,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:13_1,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:13,item,1.,,"1. 전보, 퇴직, 해임 또는 임기 만료 등으로 후임자가 임명될 때까지 해당 직위가 공석인 경우",20260102,0013021,LegalUnit
law:spec_financial_transaction_act_enforcement_decree:item:13_2,law:spec_financial_transaction_act_enforcement_decree,law:spec_financial_transaction_act_enforcement_decree:paragraph:13,item,2.,,"2. 휴가, 출장 또는 결원 보충이 없는 휴직 등으로 일시적으로 직무를 수행할 수 없는 경우",20260102,0013021,LegalUnit
